model,approach,history,history_frames,case_study,bag_name,global_bag_id,event_id_within_bag,event_key,unsafe_start_frame_id,unsafe_end_frame_id,unsafe_start_s,unsafe_end_s,previous_unsafe_end_s,first_warning_frame_id,first_warning_s,first_warning_label,speed_at_warning_mps,lead_time_s,t_required_s,warning_raw_source_file
qwen,appfr,H02,2,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,3,huron__soda3_Feb-21-2023-soda3-intloss_00000001::409,409,415,38.784225,39.341308,38.579696,408,38.682469,potentially_unsafe,0.1612695666666667,0.10175600000000173,0.8612695666666668,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
qwen,appfr,H02,2,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,4,huron__soda3_Feb-21-2023-soda3-intloss_00000001::481,481,483,46.194766,46.40057,39.341308,416,39.462871,potentially_unsafe,0.12635046,6.7318950000000015,0.82635046,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
qwen,appfr,H02,2,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,5,huron__soda3_Feb-21-2023-soda3-intloss_00000001::488,488,490,46.984466,47.186473,46.40057,484,46.528743,potentially_unsafe,0.09695611,0.455722999999999,0.79695611,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
qwen,appfr,H02,2,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,6,huron__soda3_Feb-21-2023-soda3-intloss_00000001::547,547,550,53.47624,53.81352,47.186473,491,47.27904,potentially_unsafe,0.2300896199999999,6.197199999999995,0.93008962,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
qwen,appfr,H02,2,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,7,huron__soda3_Feb-21-2023-soda3-intloss_00000001::581,581,583,57.731239,58.004201,53.81352,551,53.990504,potentially_unsafe,0.1775378,3.740735000000001,0.8775378,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
qwen,appfr,H02,2,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,8,huron__soda3_Feb-21-2023-soda3-intloss_00000001::806,806,808,81.413118,81.60453,58.004201,584,58.110487,potentially_unsafe,0.0856972866666666,23.302630999999998,0.7856972866666666,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
qwen,appfr,H02,2,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,9,huron__soda3_Feb-21-2023-soda3-intloss_00000001::863,863,866,88.393185,88.700777,81.60453,809,81.70094,potentially_unsafe,0.2108408733333333,6.692245,0.9108408733333333,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
qwen,appfr,H02,2,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,10,huron__soda3_Feb-21-2023-soda3-intloss_00000001::880,880,886,90.35647,91.078271,88.700777,869,89.020123,potentially_unsafe,0.0077674366666666,1.3363470000000035,0.7077674366666666,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
qwen,appfr,H02,2,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,11,huron__soda3_Feb-21-2023-soda3-intloss_00000001::1152,1152,1152,119.690799,119.690799,91.078271,900,92.866242,potentially_unsafe,0.24639581,26.824557,0.9463958100000001,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
qwen,appfr,H02,2,huron,soda3_Feb-21-2023-soda3-intloss_00000002,huron__soda3_Feb-21-2023-soda3-intloss_00000002,0,huron__soda3_Feb-21-2023-soda3-intloss_00000002::206,206,209,18.586589,18.919622,,63,5.711609,potentially_unsafe,0.0,12.87498,0.7,qwen/soda3_Feb-21-2023-soda3-intloss_00000002/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000002_h2_frame.csv
qwen,appfr,H02,2,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,0,pal__rosbag2_2025_07_11-13_55_25::447,447,494,15.013521,16.581196,,148,5.039069,potentially_unsafe,7.4e-05,9.974452000000001,0.700074,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
qwen,appfr,H02,2,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,1,pal__rosbag2_2025_07_11-13_55_25::497,497,498,16.682252,16.714127,16.581196,,,,,,,
qwen,appfr,H02,2,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,2,pal__rosbag2_2025_07_11-13_55_25::1478,1478,1525,49.40349,50.971311,16.714127,821,27.487745,potentially_unsafe,0.000393,21.915744999999998,0.700393,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
qwen,appfr,H02,2,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,3,pal__rosbag2_2025_07_11-13_55_25::1562,1562,1563,52.208054,52.240201,50.971311,1528,51.072173,potentially_unsafe,0.000478,1.1358809999999977,0.700478,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
qwen,appfr,H02,2,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,4,pal__rosbag2_2025_07_11-13_55_25::1570,1570,1685,52.47278,56.309149,52.240201,1567,52.373044,potentially_unsafe,0.007002,0.09973600000000005,0.707002,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
qwen,appfr,H02,2,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,5,pal__rosbag2_2025_07_11-13_55_25::1688,1688,1855,56.411006,61.980248,56.309149,,,,,,,
qwen,appfr,H02,2,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,6,pal__rosbag2_2025_07_11-13_55_25::2251,2251,2314,75.190733,77.292019,61.980248,1981,66.181972,potentially_unsafe,0.001473,9.008760999999993,0.701473,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
qwen,appfr,H02,2,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,7,pal__rosbag2_2025_07_11-13_55_25::2709,2709,2728,90.468053,91.100589,77.292019,2562,85.563044,potentially_unsafe,0.212321,4.905008999999993,0.912321,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
qwen,appfr,H02,2,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,8,pal__rosbag2_2025_07_11-13_55_25::2775,2775,2796,92.668313,93.369377,91.100589,,,,,,,
qwen,appfr,H02,2,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,9,pal__rosbag2_2025_07_11-13_55_25::2803,2803,2816,93.602591,94.035991,93.369377,,,,,,,
qwen,appfr,H02,2,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,10,pal__rosbag2_2025_07_11-13_55_25::2819,2819,2820,94.136695,94.169595,94.035991,,,,,,,
qwen,appfr,H02,2,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,11,pal__rosbag2_2025_07_11-13_55_25::2823,2823,2824,94.269631,94.302894,94.169595,,,,,,,
qwen,appfr,H02,2,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,12,pal__rosbag2_2025_07_11-13_55_25::2945,2945,2948,98.339905,98.439135,94.302894,,,,,,,
qwen,appfr,H02,2,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,13,pal__rosbag2_2025_07_11-13_55_25::2951,2951,2978,98.539809,99.440714,98.439135,,,,,,,
qwen,appfr,H02,2,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,14,pal__rosbag2_2025_07_11-13_55_25::3023,3023,3232,100.941607,107.914895,99.440714,,,,,,,
qwen,appfr,H02,2,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,15,pal__rosbag2_2025_07_11-13_55_25::3275,3275,3483,109.347361,116.286366,107.914895,,,,,,,
qwen,appfr,H02,2,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,16,pal__rosbag2_2025_07_11-13_55_25::3489,3489,3489,116.485537,116.485537,116.286366,,,,,,,
qwen,appfr,H02,2,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,17,pal__rosbag2_2025_07_11-13_55_25::3666,3666,3667,122.390863,122.424199,116.485537,,,,,,,
qwen,appfr,H04,4,crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,0,crowdbot__defaced_2021-04-24-11-20-18::defaced_2021-04-24-11-20-18_frame_000156,defaced_2021-04-24-11-20-18_frame_000156,defaced_2021-04-24-11-20-18_frame_000160,1619256030.010507,1619256030.2988803,,defaced_2021-04-24-11-20-18_frame_000013,1619256019.1224778,potentially_unsafe,0.1403136130001667,10.888029336929321,0.8403136130001667,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
qwen,appfr,H04,4,crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,1,crowdbot__defaced_2021-04-24-11-20-18::defaced_2021-04-24-11-20-18_frame_000472,defaced_2021-04-24-11-20-18_frame_000472,defaced_2021-04-24-11-20-18_frame_000483,1619256054.1597729,1619256054.9489992,1619256030.2988803,defaced_2021-04-24-11-20-18_frame_000161,1619256030.4325607,potentially_unsafe,0.1628870491246723,23.72721219062805,0.8628870491246723,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
qwen,appfr,H04,4,crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,2,crowdbot__defaced_2021-04-24-11-20-18::defaced_2021-04-24-11-20-18_frame_000918,defaced_2021-04-24-11-20-18_frame_000918,defaced_2021-04-24-11-20-18_frame_000931,1619256089.364324,1619256090.611847,1619256054.9489992,defaced_2021-04-24-11-20-18_frame_000484,1619256055.174059,potentially_unsafe,0.4169133342014138,34.19026517868042,1.116913334201414,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
qwen,appfr,H04,4,crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,3,crowdbot__defaced_2021-04-24-11-20-18::defaced_2021-04-24-11-20-18_frame_000937,defaced_2021-04-24-11-20-18_frame_000937,defaced_2021-04-24-11-20-18_frame_000938,1619256091.5413358,1619256091.5624454,1619256090.611847,,,,,,,
qwen,appfr,H04,4,crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,4,crowdbot__defaced_2021-04-24-11-20-18::defaced_2021-04-24-11-20-18_frame_000997,defaced_2021-04-24-11-20-18_frame_000997,defaced_2021-04-24-11-20-18_frame_001010,1619256095.5463667,1619256096.3635666,1619256091.5624454,defaced_2021-04-24-11-20-18_frame_000944,1619256092.0619934,potentially_unsafe,0.341982291586358,3.4843733310699463,1.0419822915863581,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
qwen,appfr,H04,4,crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,5,crowdbot__defaced_2021-04-24-11-20-18::defaced_2021-04-24-11-20-18_frame_001012,defaced_2021-04-24-11-20-18_frame_001012,defaced_2021-04-24-11-20-18_frame_001034,1619256096.546523,1619256098.004042,1619256096.3635666,,,,,,,
qwen,appfr,H04,4,crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,6,crowdbot__defaced_2021-04-24-11-20-18::defaced_2021-04-24-11-20-18_frame_001305,defaced_2021-04-24-11-20-18_frame_001305,defaced_2021-04-24-11-20-18_frame_001306,1619256116.0393968,1619256116.1519144,1619256098.004042,defaced_2021-04-24-11-20-18_frame_001062,1619256099.8907225,potentially_unsafe,1.088988572602928,16.148674249649048,1.788988572602928,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
qwen,appfr,H04,4,crowdbot,defaced_2021-04-24-11-35-54,crowdbot__defaced_2021-04-24-11-35-54,0,crowdbot__defaced_2021-04-24-11-35-54::defaced_2021-04-24-11-35-54_frame_000535,defaced_2021-04-24-11-35-54_frame_000535,defaced_2021-04-24-11-35-54_frame_000536,1619256992.2629583,1619256992.2911048,,defaced_2021-04-24-11-35-54_frame_000014,1619256954.545741,potentially_unsafe,0.1101854717286571,37.717217206954956,0.8101854717286572,qwen/appfr/h02/qwen_defaced_2021-04-24-11-35-54_appfr_h02.csv
qwen,appfr,H04,4,crowdbot,defaced_2021-04-24-11-40-33,crowdbot__defaced_2021-04-24-11-40-33,0,crowdbot__defaced_2021-04-24-11-40-33::defaced_2021-04-24-11-40-33_frame_000277,defaced_2021-04-24-11-40-33_frame_000277,defaced_2021-04-24-11-40-33_frame_000284,1619257254.3442194,1619257254.815914,,defaced_2021-04-24-11-40-33_frame_000018,1619257234.3638854,potentially_unsafe,0.0,19.980334043502808,0.7,qwen/appfr/h02/qwen_defaced_2021-04-24-11-40-33_appfr_h02.csv
qwen,appfr,H04,4,crowdbot,defaced_2021-04-24-11-40-33,crowdbot__defaced_2021-04-24-11-40-33,1,crowdbot__defaced_2021-04-24-11-40-33::defaced_2021-04-24-11-40-33_frame_000335,defaced_2021-04-24-11-40-33_frame_000335,defaced_2021-04-24-11-40-33_frame_000337,1619257258.7430923,1619257258.9400346,1619257254.815914,defaced_2021-04-24-11-40-33_frame_000285,1619257254.8370645,potentially_unsafe,0.1571801540304149,3.9060277938842773,0.8571801540304149,qwen/appfr/h02/qwen_defaced_2021-04-24-11-40-33_appfr_h02.csv
qwen,appfr,H04,4,crowdbot,defaced_2021-04-24-11-40-33,crowdbot__defaced_2021-04-24-11-40-33,2,crowdbot__defaced_2021-04-24-11-40-33::defaced_2021-04-24-11-40-33_frame_000946,defaced_2021-04-24-11-40-33_frame_000946,defaced_2021-04-24-11-40-33_frame_001003,1619257304.9487047,1619257308.9931116,1619257258.9400346,defaced_2021-04-24-11-40-33_frame_000344,1619257259.419373,potentially_unsafe,0.8359946246507877,45.52933168411255,1.5359946246507876,qwen/appfr/h02/qwen_defaced_2021-04-24-11-40-33_appfr_h02.csv
qwen,appfr,H04,4,crowdbot,defaced_2021-04-24-11-43-54,crowdbot__defaced_2021-04-24-11-43-54,0,crowdbot__defaced_2021-04-24-11-43-54::defaced_2021-04-24-11-43-54_frame_000273,defaced_2021-04-24-11-43-54_frame_000273,defaced_2021-04-24-11-43-54_frame_000296,1619257454.4839108,1619257456.265789,,defaced_2021-04-24-11-43-54_frame_000014,1619257434.965992,potentially_unsafe,0.1305854597363243,19.517918825149536,0.8305854597363242,qwen/appfr/h02/qwen_defaced_2021-04-24-11-43-54_appfr_h02.csv
qwen,appfr,H04,4,crowdbot,defaced_2021-04-24-11-43-54,crowdbot__defaced_2021-04-24-11-43-54,1,crowdbot__defaced_2021-04-24-11-43-54::defaced_2021-04-24-11-43-54_frame_000469,defaced_2021-04-24-11-43-54_frame_000469,defaced_2021-04-24-11-43-54_frame_000498,1619257469.8354115,1619257472.0958793,1619257456.265789,defaced_2021-04-24-11-43-54_frame_000297,1619257456.4065025,potentially_unsafe,0.83071865598356,13.428909063339233,1.53071865598356,qwen/appfr/h02/qwen_defaced_2021-04-24-11-43-54_appfr_h02.csv
qwen,appfr,H04,4,crowdbot,defaced_2021-04-24-11-48-21,crowdbot__defaced_2021-04-24-11-48-21,0,crowdbot__defaced_2021-04-24-11-48-21::defaced_2021-04-24-11-48-21_frame_000140,defaced_2021-04-24-11-48-21_frame_000140,defaced_2021-04-24-11-48-21_frame_000140,1619257710.9986827,1619257710.9986827,,defaced_2021-04-24-11-48-21_frame_000013,1619257701.604914,potentially_unsafe,0.3221184512748046,9.393768787384033,1.0221184512748045,qwen/appfr/h02/qwen_defaced_2021-04-24-11-48-21_appfr_h02.csv
qwen,appfr,H04,4,crowdbot,defaced_2021-04-24-11-48-21,crowdbot__defaced_2021-04-24-11-48-21,1,crowdbot__defaced_2021-04-24-11-48-21::defaced_2021-04-24-11-48-21_frame_000359,defaced_2021-04-24-11-48-21_frame_000359,defaced_2021-04-24-11-48-21_frame_000369,1619257727.5256565,1619257728.19479,1619257710.9986827,defaced_2021-04-24-11-48-21_frame_000141,1619257711.2237642,potentially_unsafe,0.9220146780252824,16.301892280578613,1.6220146780252824,qwen/appfr/h02/qwen_defaced_2021-04-24-11-48-21_appfr_h02.csv
qwen,appfr,H04,4,crowdbot,defaced_2021-04-24-11-48-21,crowdbot__defaced_2021-04-24-11-48-21,2,crowdbot__defaced_2021-04-24-11-48-21::defaced_2021-04-24-11-48-21_frame_001543,defaced_2021-04-24-11-48-21_frame_001543,defaced_2021-04-24-11-48-21_frame_001558,1619257818.5799668,1619257819.6715744,1619257728.19479,defaced_2021-04-24-11-48-21_frame_000370,1619257728.3356328,potentially_unsafe,0.2108188258825165,90.24433398246765,0.9108188258825165,qwen/appfr/h02/qwen_defaced_2021-04-24-11-48-21_appfr_h02.csv
qwen,appfr,H04,4,crowdbot,defaced_2021-04-24-11-55-30,crowdbot__defaced_2021-04-24-11-55-30,0,crowdbot__defaced_2021-04-24-11-55-30::defaced_2021-04-24-11-55-30_frame_000414,defaced_2021-04-24-11-55-30_frame_000414,defaced_2021-04-24-11-55-30_frame_000426,1619258161.0030267,1619258161.8405566,,defaced_2021-04-24-11-55-30_frame_000026,1619258131.4665036,potentially_unsafe,0.1448654659121444,29.53652310371399,0.8448654659121444,qwen/appfr/h02/qwen_defaced_2021-04-24-11-55-30_appfr_h02.csv
qwen,appfr,H04,4,crowdbot,defaced_2021-04-24-11-55-30,crowdbot__defaced_2021-04-24-11-55-30,1,crowdbot__defaced_2021-04-24-11-55-30::defaced_2021-04-24-11-55-30_frame_001344,defaced_2021-04-24-11-55-30_frame_001344,defaced_2021-04-24-11-55-30_frame_001346,1619258229.040547,1619258229.1530662,1619258161.8405566,defaced_2021-04-24-11-55-30_frame_000446,1619258163.3047976,potentially_unsafe,0.8218199592681831,65.73574924468994,1.5218199592681831,qwen/appfr/h02/qwen_defaced_2021-04-24-11-55-30_appfr_h02.csv
qwen,appfr,H04,4,crowdbot,defaced_2021-04-24-11-55-30,crowdbot__defaced_2021-04-24-11-55-30,2,crowdbot__defaced_2021-04-24-11-55-30::defaced_2021-04-24-11-55-30_frame_001479,defaced_2021-04-24-11-55-30_frame_001479,defaced_2021-04-24-11-55-30_frame_001483,1619258238.0427327,1619258238.2890978,1619258229.1530662,defaced_2021-04-24-11-55-30_frame_001347,1619258229.2445078,potentially_unsafe,1.0220363279578757,8.798224925994873,1.7220363279578756,qwen/appfr/h02/qwen_defaced_2021-04-24-11-55-30_appfr_h02.csv
qwen,appfr,H04,4,huron,bww1_Feb-16-2023-bww1-intloss_00000000,huron__bww1_Feb-16-2023-bww1-intloss_00000000,0,huron__bww1_Feb-16-2023-bww1-intloss_00000000::108,108,109,10.656168,10.743546,,,,,,,,
qwen,appfr,H04,4,huron,bww1_Feb-16-2023-bww1-intloss_00000001,huron__bww1_Feb-16-2023-bww1-intloss_00000001,0,huron__bww1_Feb-16-2023-bww1-intloss_00000001::1373,1373,1373,123.417964,123.417964,,343,30.094377,potentially_unsafe,0.1023937866666666,93.323587,0.8023937866666666,qwen/bww1_Feb-16-2023-bww1-intloss_00000001/all15_qwen_bww1_Feb-16-2023-bww1-intloss_00000001_h2_frame.csv
qwen,appfr,H04,4,huron,bww1_Feb-16-2023-bww1-intloss_00000001,huron__bww1_Feb-16-2023-bww1-intloss_00000001,1,huron__bww1_Feb-16-2023-bww1-intloss_00000001::1413,1413,1414,127.211577,127.307266,123.417964,1398,125.895098,potentially_unsafe,0.0197570133333333,1.316479000000001,0.7197570133333333,qwen/bww1_Feb-16-2023-bww1-intloss_00000001/all15_qwen_bww1_Feb-16-2023-bww1-intloss_00000001_h2_frame.csv
qwen,appfr,H04,4,huron,bww2_Feb-20-2023-bww2-intloss_00000000,huron__bww2_Feb-20-2023-bww2-intloss_00000000,0,huron__bww2_Feb-20-2023-bww2-intloss_00000000::191,191,191,20.160272,20.160272,,79,8.053404,potentially_unsafe,0.07530544,12.106867999999999,0.77530544,qwen/bww2_Feb-20-2023-bww2-intloss_00000000/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000000_h2_frame.csv
qwen,appfr,H04,4,huron,bww2_Feb-20-2023-bww2-intloss_00000001,huron__bww2_Feb-20-2023-bww2-intloss_00000001,0,huron__bww2_Feb-20-2023-bww2-intloss_00000001::321,321,321,30.12045,30.12045,,133,12.519781,potentially_unsafe,0.1017087,17.600669000000003,0.8017087,qwen/bww2_Feb-20-2023-bww2-intloss_00000001/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000001_h2_frame.csv
qwen,appfr,H04,4,huron,bww2_Feb-20-2023-bww2-intloss_00000001,huron__bww2_Feb-20-2023-bww2-intloss_00000001,1,huron__bww2_Feb-20-2023-bww2-intloss_00000001::383,383,383,35.819463,35.819463,30.12045,,,,,,,
qwen,appfr,H04,4,huron,bww2_Feb-20-2023-bww2-intloss_00000002,huron__bww2_Feb-20-2023-bww2-intloss_00000002,0,huron__bww2_Feb-20-2023-bww2-intloss_00000002::289,289,292,30.057883,30.330316,,107,10.292812,potentially_unsafe,0.0638464666666666,19.765071,0.7638464666666667,qwen/bww2_Feb-20-2023-bww2-intloss_00000002/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000002_h2_frame.csv
qwen,appfr,H04,4,huron,bww2_Feb-20-2023-bww2-intloss_00000002,huron__bww2_Feb-20-2023-bww2-intloss_00000002,1,huron__bww2_Feb-20-2023-bww2-intloss_00000002::318,318,321,32.625853,32.931381,30.330316,,,,,,,
qwen,appfr,H04,4,huron,bww8_Feb-03-2023-bww8-intloss_00000000,huron__bww8_Feb-03-2023-bww8-intloss_00000000,0,huron__bww8_Feb-03-2023-bww8-intloss_00000000::103,103,109,10.133288,10.696014,,24,2.76664,potentially_unsafe,0.0878942299999999,7.366648,0.7878942299999999,qwen/bww8_Feb-03-2023-bww8-intloss_00000000/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000000_h2_frame.csv
qwen,appfr,H04,4,huron,bww8_Feb-03-2023-bww8-intloss_00000000,huron__bww8_Feb-03-2023-bww8-intloss_00000000,1,huron__bww8_Feb-03-2023-bww8-intloss_00000000::300,300,302,30.290092,30.470755,10.696014,110,10.805874,potentially_unsafe,0.10972974,19.484218000000002,0.8097297400000001,qwen/bww8_Feb-03-2023-bww8-intloss_00000000/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000000_h2_frame.csv
qwen,appfr,H04,4,huron,bww8_Feb-03-2023-bww8-intloss_00000000,huron__bww8_Feb-03-2023-bww8-intloss_00000000,2,huron__bww8_Feb-03-2023-bww8-intloss_00000000::477,477,479,48.257437,48.482247,30.470755,349,35.190425,potentially_unsafe,0.0446107733333333,13.067012000000005,0.7446107733333334,qwen/bww8_Feb-03-2023-bww8-intloss_00000000/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000000_h2_frame.csv
qwen,appfr,H04,4,huron,bww8_Feb-03-2023-bww8-intloss_00000000,huron__bww8_Feb-03-2023-bww8-intloss_00000000,3,huron__bww8_Feb-03-2023-bww8-intloss_00000000::936,936,940,93.89156,94.327979,48.482247,484,48.951852,potentially_unsafe,0.10088237,44.939707999999996,0.8008823700000001,qwen/bww8_Feb-03-2023-bww8-intloss_00000000/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000000_h2_frame.csv
qwen,appfr,H04,4,huron,bww8_Feb-03-2023-bww8-intloss_00000000,huron__bww8_Feb-03-2023-bww8-intloss_00000000,4,huron__bww8_Feb-03-2023-bww8-intloss_00000000::1055,1055,1057,106.18962,106.361196,94.327979,954,95.979792,potentially_unsafe,0.0695040866666666,10.209828000000002,0.7695040866666666,qwen/bww8_Feb-03-2023-bww8-intloss_00000000/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000000_h2_frame.csv
